date,latitude,longitude,rainfall_mm,source
2023-01-27,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-01-28,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-01-29,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-01-30,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-01-31,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-01,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-02,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-03,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-04,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-05,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-06,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-07,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-08,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-09,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-10,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-11,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-12,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-13,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-14,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-15,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-16,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-17,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-18,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-19,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-20,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-21,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-22,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-23,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-24,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-25,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-26,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-27,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-02-28,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-01,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-02,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-03,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-04,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-05,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-06,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-07,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-08,23.7536,86.4167,0.01,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-09,23.7536,86.4167,0.08,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-10,23.7536,86.4167,0.08,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-11,23.7536,86.4167,2.52,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-12,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-13,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-14,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-15,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-16,23.7536,86.4167,9.49,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-17,23.7536,86.4167,0.9,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-18,23.7536,86.4167,6.67,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-19,23.7536,86.4167,8.77,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-20,23.7536,86.4167,6.88,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-21,23.7536,86.4167,0.37,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-22,23.7536,86.4167,0.04,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-23,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-24,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-25,23.7536,86.4167,0.03,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-26,23.7536,86.4167,2.27,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-27,23.7536,86.4167,0.76,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-28,23.7536,86.4167,0.2,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-29,23.7536,86.4167,0.16,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-30,23.7536,86.4167,0.04,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-03-31,23.7536,86.4167,3.88,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-01,23.7536,86.4167,21.6,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-02,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-03,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-04,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-05,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-06,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-07,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-08,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-09,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-10,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-11,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-12,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-13,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-14,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-15,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-16,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-17,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-18,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-19,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-20,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-21,23.7536,86.4167,0.01,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-22,23.7536,86.4167,0.32,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-23,23.7536,86.4167,1.61,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-24,23.7536,86.4167,1.43,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-25,23.7536,86.4167,1.76,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-26,23.7536,86.4167,0.2,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-27,23.7536,86.4167,0.08,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-28,23.7536,86.4167,1.2,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-29,23.7536,86.4167,0.04,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-04-30,23.7536,86.4167,1.77,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-01,23.7536,86.4167,0.71,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-02,23.7536,86.4167,0.19,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-03,23.7536,86.4167,0.36,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-04,23.7536,86.4167,8.06,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-05,23.7536,86.4167,0.29,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-06,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-07,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-08,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-09,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-10,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-11,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-12,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-13,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-14,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-15,23.7536,86.4167,1.14,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-16,23.7536,86.4167,1.9,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-17,23.7536,86.4167,0.82,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-18,23.7536,86.4167,2.95,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-19,23.7536,86.4167,7.98,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-20,23.7536,86.4167,0.4,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-21,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-22,23.7536,86.4167,0.2,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-23,23.7536,86.4167,0.45,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-24,23.7536,86.4167,7.12,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-25,23.7536,86.4167,7.76,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-26,23.7536,86.4167,18.97,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-27,23.7536,86.4167,9.13,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-28,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-29,23.7536,86.4167,0.9,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-30,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-05-31,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-01,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-02,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-03,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-04,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-05,23.7536,86.4167,0.14,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-06,23.7536,86.4167,0.31,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-07,23.7536,86.4167,0.01,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-08,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-09,23.7536,86.4167,0.0,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-10,23.7536,86.4167,0.04,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-11,23.7536,86.4167,0.07,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-12,23.7536,86.4167,5.57,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-13,23.7536,86.4167,3.9,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-14,23.7536,86.4167,0.01,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-15,23.7536,86.4167,0.01,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-16,23.7536,86.4167,0.41,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-17,23.7536,86.4167,1.01,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-18,23.7536,86.4167,2.45,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-19,23.7536,86.4167,6.4,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-20,23.7536,86.4167,3.57,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-21,23.7536,86.4167,11.33,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-22,23.7536,86.4167,4.57,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-23,23.7536,86.4167,1.06,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-24,23.7536,86.4167,1.64,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-25,23.7536,86.4167,3.95,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-26,23.7536,86.4167,10.21,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-27,23.7536,86.4167,18.93,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-28,23.7536,86.4167,18.35,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-29,23.7536,86.4167,29.33,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-06-30,23.7536,86.4167,5.65,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-01,23.7536,86.4167,3.81,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-02,23.7536,86.4167,3.38,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-03,23.7536,86.4167,6.51,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-04,23.7536,86.4167,6.38,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-05,23.7536,86.4167,3.64,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-06,23.7536,86.4167,4.19,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-07,23.7536,86.4167,11.1,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-08,23.7536,86.4167,3.73,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-09,23.7536,86.4167,1.08,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-10,23.7536,86.4167,0.05,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-11,23.7536,86.4167,3.47,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-12,23.7536,86.4167,6.83,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-13,23.7536,86.4167,10.86,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-14,23.7536,86.4167,13.51,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-15,23.7536,86.4167,10.59,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-16,23.7536,86.4167,11.07,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-17,23.7536,86.4167,3.12,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-18,23.7536,86.4167,3.35,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-19,23.7536,86.4167,2.18,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-20,23.7536,86.4167,1.09,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-21,23.7536,86.4167,6.79,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-22,23.7536,86.4167,6.39,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-23,23.7536,86.4167,2.84,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-24,23.7536,86.4167,0.64,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-25,23.7536,86.4167,0.47,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-26,23.7536,86.4167,2.37,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-27,23.7536,86.4167,8.76,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-28,23.7536,86.4167,2.33,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-29,23.7536,86.4167,6.8,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-30,23.7536,86.4167,6.3,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-07-31,23.7536,86.4167,35.23,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-08-01,23.7536,86.4167,16.14,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-08-02,23.7536,86.4167,42.52,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-08-03,23.7536,86.4167,6.57,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-08-04,23.7536,86.4167,0.31,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-08-05,23.7536,86.4167,1.47,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-08-06,23.7536,86.4167,1.82,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-08-07,23.7536,86.4167,29.47,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-08-08,23.7536,86.4167,19.3,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-08-09,23.7536,86.4167,18.28,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-08-10,23.7536,86.4167,1.3,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-08-11,23.7536,86.4167,5.78,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-08-12,23.7536,86.4167,28.94,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-08-13,23.7536,86.4167,5.02,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-08-14,23.7536,86.4167,10.63,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-08-15,23.7536,86.4167,1.51,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-08-16,23.7536,86.4167,17.85,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-08-17,23.7536,86.4167,27.72,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-08-18,23.7536,86.4167,10.79,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-08-19,23.7536,86.4167,3.36,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
2023-08-20,23.7536,86.4167,0.89,"NASA POWER Daily Agroclimatology API (Point 23.7536 N, 86.4167 E)"
